family,species_number,species_name,english_name,subspecies,m_mass,m_mass_n,f_mass,f_mass_n,unsexed_mass,unsexed_mass_n,m_wing,m_wing_n,f_wing,f_wing_n,unsexed_wing,unsexed_wing_n,m_tarsus,m_tarsus_n,f_tarsus,f_tarsus_n,unsexed_tarsus,unsexed_tarsus_n,m_bill,m_bill_n,f_bill,f_bill_n,unsexed_bill,unsexed_bill_n,m_tail,m_tail_n,f_tail,f_tail_n,unsexed_tail,unsexed_tail_n,clutch_size,egg_mass,mating_system,display,resource,refs
115,5297,Philemon corniculatus,Noisy Friarbird,monachus,105.8,23,95.7,7,,,154.2,31,148.2,13.0,,,31.9,31,30.6,14,,,36.4,27,34.8,14.0,,,119.8,5,117.5,4,,,3.08,8.55,2,4,0,"1, 21, 31"
115,5303,Ptiloprora guisei,Rufous-backed Honeyeater,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2,,,"1, 31"
115,5309,Melidectes ochromelas,Cinnamon-browed Melidectes,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,2,,,"1, 31"
115,5311,Melidectes belfordi,Belford's Melidectes,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
115,5314,Melidectes torquatus,Ornate Melidectes,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
115,5317,Melipotes fumigatus,Smoky Honeyeater,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,2,,,"1, 31"
115,5329,Phylidonyris pyrrhoptera,Crescent Honeyeater,pyrrhoptera,18.2,119,14.6,51,,,76.1,18,68.4,11.0,,,20.2,17,19.7,11,,,20.7,18,19.4,11.0,,,71.0,36,61.0,40,,,2.52,2.0,2,3,2,"1, 21, 31"
115,5330,Phylidonyris novaehollandiae,New Holland Honeyeater,novaehollandiae,20.2,16,18.5,13,,,77.3,26,73.6,17.0,,,22.5,25,21.6,17,,,23.3,22,22.1,17.0,,,81.1,18,73.8,6,,,2.5,2.56,2,3,1,"1, 21, 31"
115,5331,Phylidonyris nigra,White-cheeked Honeyeater,nigra,20.5,15,17.8,8,,,75.8,27,70.7,16.0,,,21.2,26,20.6,16,,,24.1,25,22.7,15.0,,,71.0,27,66.9,16,,,2.04,2.3,2,3,1,"21, 31"
115,5332,Phylidonyris albifrons,White-fronted Honeyeater,,18.5,18,15.7,11,,,81.6,30,76.2,27.0,,,21.1,28,19.7,25,,,21.6,26,20.1,22.0,,,75.7,30,70.4,27,,,2.04,2.31,2,,0,"21, 31"
115,5335,Phylidonyris melanops,Tawny-crowned Honeyeater,melanops,19.3,15,17.2,15,,,80.6,29,76.6,19.0,,,22.4,19,21.4,12,,,22.9,19,20.8,11.0,,,68.9,27,66.9,20,,,2.0,2.64,2,4,1,"1, 21, 31"
115,5336,Ramsayornis modestus,Brown-backed Honeyeater,,12.6,9,8.5,1,,,65.6,11,64.5,6.0,,,16.0,11,16.1,6,,,17.1,10,16.5,6.0,,,43.5,11,41.8,6,,,2.09,1.69,,,1,"21, 31"
115,5337,Ramsayornis fasciatus,Bar-breasted Honeyeater,,13.2,18,12.3,12,,,70.9,16,67.5,13.0,,,17.3,15,16.9,13,,,17.7,15,17.0,12.0,,,49.7,16,49.1,13,,,2.05,1.89,,,,"21, 31"
115,5338,Plectorhyncha lanceolata,Striped Honeyeater,,42.4,9,38.8,11,,,114.0,10,109.5,13.0,,,27.3,10,26.4,13,,,22.1,9,20.9,13.0,,,99.3,10,97.6,12,,,3.04,3.62,,1,1,"21, 31"
115,5339,Conopophila albogularis,Rufous-banded Honeyeater,,11.9,21,11.1,15,,,64.6,22,62.5,13.0,,,17.6,22,17.3,13,,,14.7,22,14.5,12.0,,,,,,,,,2.14,1.59,2,,2,"1, 21, 31"
115,5340,Conopophila rufogularis,Rufous-throated Honeyeater,,11.0,30,10.6,21,,,71.3,32,67.8,22.0,,,16.9,35,16.9,21,,,13.8,34,14.0,21.0,,,,,,,,,2.5,1.56,2,1,1,"1, 21, 31"
115,5341,Conopophila whitei,Grey Honeyeater,,9.6,9,10.2,4,,,62.4,12,61.9,10.0,,,15.7,12,15.8,10,,,11.3,12,11.6,10.0,,,,,,,,,2.0,1.4,,,,"21, 31"
115,5342,Grantiella picta,Painted Honeyeater,,22.8,3,18.0,1,,,89.4,12,84.3,11.0,,,17.8,8,17.7,6,,,16.9,8,16.1,7.0,,,54.5,12,51.2,11,,,2.0,2.18,2,4,0,"21, 31"
115,5343,Xanthomyza phrygia,Regent Honeyeater,,43.7,8,36.6,7,,,115.2,8,105.7,7.0,,,22.9,19,22.0,18,,,22.8,20,21.1,18.0,,,96.7,8,91.4,7,,,2.2,3.93,2,1,1,"21, 31"
115,5344,Acanthorhynchus tenuirostris,Eastern Spinebill,dubius,10.6,77,9.0,80,,,63.8,16,58.0,13.0,,,19.9,16,18.6,13,,,24.9,15,22.5,11.0,,,62.1,166,54.9,94,,,2.2,1.72,2,5,,"1, 21, 31"
115,5345,Acanthorhynchus superciliosus,Western Spinebill,,10.5,155,9.0,86,,,62.2,150,57.8,85.0,,,20.0,26,19.1,8,,,24.6,24,22.5,7.0,,,58.3,101,53.3,59,,,1.56,1.73,2,3,1,"21, 31"
115,5346,Entomyzon cyanotis,Blue-faced Honeyeater,albipennis,114.0,16,97.2,15,,,155.0,16,147.3,14.0,,,34.8,9,33.7,9,,,37.4,15,34.0,13.0,,,133.1,16,125.1,14,,,2.56,7.9,2,3,1,"1, 21, 31"
115,5347,Manorina melanophrys,Bell Miner,,32.3,17,28.6,16,,,96.7,21,90.9,23.0,,,22.5,19,22.6,11,,,17.8,19,17.0,22.0,,,94.0,98,98.7,108,,,2.0,3.15,2,1,,"21, 31"
115,5348,Manorina melanocephala,Noisy Miner,melanocephala,63.4,34,57.2,19,,,137.6,47,130.1,35.0,,,29.7,44,29.4,26,,,24.6,47,23.6,33.0,,,120.2,45,115.3,34,,,2.9,5.35,2,2,,"1, 21, 31"
115,5349,Manorina flavigula,Yellow-throated Miner,wayensis,55.2,17,49.7,17,,,125.3,38,118.6,45.0,,,26.2,38,25.2,45,,,25.2,38,24.2,44.0,,,111.2,27,110.2,14,,,3.05,4.87,2,,0,"1, 21, 31"
115,5350,Anthornis melanura,New Zealand Bellbird,melanura,30.7,202,23.6,94,,,86.1,200,76.4,94.0,,,26.1,127,24.4,49,,,20.8,29,19.2,19.0,,,81.5,38,68.4,23,,,3.11,3.28,2,4,2,"21, 31"
115,5351,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,,47.1,4,41.4,5,,,113.1,25,107.5,21.0,,,26.2,10,25.7,5,,,26.8,8,25.5,10.0,,,113.4,25,106.4,21,,,2.2,5.45,2,3,2,"1, 21"
115,5352,Anthochaera lunulata,Little Wattlebird,,71.2,10,53.7,4,,,128.9,19,116.1,9.0,,,28.7,8,27.7,5,,,34.4,6,33.3,4.0,,,145.1,20,125.3,9,,,1.0,,,1,1,21
115,5353,Anthochaera chrysoptera,Brush Wattlebird,chrysoptera,77.0,26,59.7,14,,,125.5,22,117.5,22.0,,,29.4,18,27.6,19,,,31.0,17,28.7,16.0,,,140.9,23,131.9,22,,,2.0,5.52,2,2,1,"1, 21, 31"
115,5354,Anthochaera carunculata,Red Wattlebird,woodwardi,114.1,12,98.7,6,,,152.0,19,145.4,8.0,,,34.5,8,33.8,2,,,33.9,8,30.8,2.0,,,163.0,17,151.9,8,,,2.0,7.69,2,3,1,"1, 21, 31"
115,5355,Anthochaera paradoxa,Yellow Wattlebird,paradoxa,168.5,18,123.3,12,,,183.2,25,164.3,17.0,,,40.7,13,38.4,12,,,34.4,12,32.0,12.0,,,261.0,29,247.0,14,,,2.5,9.8,2,1,1,"1, 21, 31"
115,5356,Prosthemadera novaeseelandiae,Tui,novaeseelandiae,124.9,75,89.6,46,,,152.2,78,133.2,46.0,,,40.7,58,37.0,29,,,33.5,53,30.1,27.0,,,122.3,61,108.8,32,,,3.0,7.31,2,4,1,"21, 31"
115,5357,Epthianura tricolor,Crimson Chat,,10.8,14,10.6,7,,,67.1,47,65.6,32.0,,,17.8,47,17.5,32,,,13.8,45,13.8,32.0,,,,,,,,,2.83,1.4,2,3,1,"1, 21, 31"
115,5358,Epthianura aurifrons,Orange Chat,,10.6,18,10.3,11,,,63.1,34,61.5,34.0,,,17.5,33,17.2,32,,,12.6,27,12.7,30.0,,,,,,,,,2.88,1.56,2,2,1,"1, 21, 31"
115,5359,Epthianura crocea,Yellow Chat,crocea,9.3,33,9.1,10,,,59.5,19,57.3,8.0,,,17.2,19,17.0,8,,,13.4,19,13.2,8.0,,,35.0,6,35.3,4,,,3.0,1.13,2,4,1,"1, 21, 31"
115,5360,Epthianura albifrons,White-fronted Chat,,13.3,255,13.2,138,,,69.2,29,67.6,26.0,,,17.2,29,17.2,26,,,12.0,28,12.4,26.0,,,,,,,,,3.0,1.65,2,1,0,"1, 21, 31"
115,5361,Ashbyia lovensis,Gibberbird,,17.9,11,17.1,10,,,74.3,30,71.4,20.0,,,19.8,30,19.6,20,,,13.7,29,13.5,18.0,,,,,,,,,3.0,2.38,,4,1,"21, 31"
116,5362,Pardalotus punctatus,Spotted Pardalote,punctatus,8.6,35,8.9,21,,,57.4,48,57.0,27.0,,,16.9,44,16.9,27,,,7.6,46,7.9,27.0,,,29.7,6,29.7,10,,,4.0,1.43,2,1,1,"22, 31"
116,5363,Pardalotus punctatus xanthopygus,Yellow-rumped pardalote,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.41,2,,,"1, 31"
116,5363,Pardalotus quadragintus,Forty-spotted Pardalote,,11.0,5,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2,,,"22, 28, 31"
116,5364,Pardalotus rubricatus,Red-browed Pardalote,rubricatus,10.9,21,10.8,14,,,63.4,50,62.5,35.0,,,18.3,50,18.5,36,,,10.0,50,9.7,33.0,,,32.4,50,31.8,34,,,3.5,1.96,2,,,"1, 22, 31"
116,5365,Pardalotus striatus,Striated Pardalote,ornatus,11.9,25,12.0,9,,,65.1,20,63.6,14.0,,,18.7,20,17.8,14,,,8.9,19,8.6,14.0,,,34.8,30,34.5,18,,,4.0,1.9,2,1,0,"1, 22, 31"
116,5366,Dasyornis longirostris,Western Bristlebird,,,,,,33.7,4,68.3,6,68.2,5.0,,,22.2,5,22.9,5,,,16.7,6,16.4,5.0,,,88.5,6,90.8,4,,,2.0,3.95,2,,2,"22, 31"
116,5367,Dasyornis brachypterus,Eastern Bristlebird,,40.5,2,40.2,3,,,76.0,12,72.3,14.0,,,25.7,12,25.6,14,,,18.2,11,17.7,14.0,,,108.6,17,97.4,14,,,2.5,5.1,2,3,1,"1, 22, 31"
116,5368,Dasyornis broadbenti,Rufous Bristlebird,broadbenti,70.7,6,66.0,9,,,93.0,12,89.3,12.0,,,39.9,6,38.6,9,,,21.7,12,21.7,10.0,,,127.5,6,122.8,9,,,2.0,6.65,2,1,2,"1, 22, 31"
116,5369,Pycnoptilus floccosus,Pilotbird,floccosus,30.8,6,32.4,4,,,74.0,6,69.3,4.0,,,31.1,6,29.9,4,,,16.8,6,16.1,4.0,,,,,,,,,2.0,5.15,2,1,2,"1, 22, 31"
116,5370,Origma solitaria,Origma,,14.7,15,14.0,10,,,64.5,23,63.6,22.0,,,22.8,23,22.7,22,,,15.6,21,15.4,20.0,,,56.8,23,56.3,22,,,3.0,2.57,,,2,"22, 31"
116,5371,Oreoscopus gutturalis,Fernwren,,18.6,5,14.6,5,,,65.7,9,63.2,6.0,,,22.6,9,21.8,6,,,19.0,10,18.5,6.0,,,47.7,9,46.7,6,,,2.0,3.25,,,2,"22, 31"
116,5372,Crateroscelis murina,Rusty Mouse-warbler,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5373,Crateroscelis nigrorufa,Bicolored Mouse-warbler,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5374,Crateroscelis robusta,Mountain Mouse-warbler,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5375,Sericornis citreogularis,Yellow-throated Scrubwren,citreogularis,16.9,30,15.9,26,,,67.2,25,65.3,13.0,,,27.9,25,27.2,13,,,14.9,24,14.9,13.0,,,,,,,,,2.5,3.88,2,1,1,"1, 22, 31"
116,5376,Sericornis frontalis,White-browed Scrubwren,frontalis,13.3,25,12.6,20,,,57.0,32,55.1,30.0,,,21.8,32,21.3,30,,,14.3,32,14.0,29.0,,,47.8,12,45.4,13,,,3.0,2.45,2,1,2,"1, 22, 31"
116,5377,Sericornis humilis,Brown Scrubwren,humilis,19.6,12,17.0,10,,,61.4,24,57.8,15.0,,,25.0,24,23.9,15,,,15.8,23,15.3,14.0,,,,,,,,,2.5,3.4,,1,,"22, 31"
116,5378,Sericornis keri,Atherton Scrubwren,,12.0,9,10.8,11,,,59.6,8,56.1,12.0,,,23.0,8,21.6,12,,,14.6,8,14.7,12.0,,,,,,,,,2.0,,,,2,22
116,5379,Sericornis beccarii,Beccari's Scrubwren,dubius,11.4,8,11.0,5,,,57.8,12,54.5,8.0,,,21.5,10,20.3,7,,,15.4,8,14.4,4.0,,,,,,,,,2.5,1.79,2,,,"1, 22, 31"
116,5381,Sericornis nouhuysi,Large Scrubwren,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,2,,,"1, 31"
116,5382,Sericornis magnirostris,Large-billed Scrubwren,viridor,9.9,29,9.5,19,,,56.8,28,54.9,17.0,,,20.8,27,19.8,17,,,15.0,26,15.1,17.0,,,,,,,,,3.0,2.1,2,,,"1, 22, 31"
116,5384,Sericornis perspicillatus,Buff-faced Scrubwren,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5386,Sericornis papuensis,Papuan Scrubwren,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5387,Sericornis spilodera,Pale-billed Scrubwren,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5388,Acanthornis magnus,Scrubtit,,10.8,8,9.6,7,,,57.5,8,53.9,8.0,,,22.6,8,22.1,8,,,15.0,8,14.6,8.0,,,,,,,,,3.0,1.8,2,1,2,"22, 31"
116,5389,Pyrrholaemus brunneus,Redthroat,,12.2,25,11.4,8,,,56.8,42,54.1,22.0,,,21.1,42,20.2,22,,,13.2,40,13.0,21.0,,,,,,,,,3.0,2.04,2,1,2,"1, 22, 31"
116,5390,Chthonicola sagittatus,Speckled Warbler,,13.7,53,12.9,54,,,61.0,15,59.5,17.0,,,19.8,15,19.2,17,,,12.0,13,11.8,17.0,,,50.2,36,47.6,33,,,3.0,2.3,2,1,2,"22, 31"
116,5391,Calamanthus campestris,Rufous Calamanthus,isabellinus,13.6,8,11.7,3,,,53.9,17,50.4,5.0,,,22.3,17,21.0,4,,,14.7,16,13.4,4.0,,,46.2,24,45.0,11,,,3.0,,2,1,2,"1, 22"
116,5392,Calamanthus fuliginosus,Striated Calamanthus,fuliginosus,22.4,13,21.7,8,,,60.3,17,58.2,13.0,,,24.2,17,23.9,13,,,16.1,16,15.7,13.0,,,55.0,16,53.1,12,,,3.0,2.97,,1,2,"22, 31"
116,5393,Hylacola pyrrhopygia,Chestnut-rumped Hylacola,pyrrhopygia,17.4,5,16.0,4,,,55.0,13,52.8,9.0,,,21.7,13,20.5,9,,,14.9,13,14.0,8.0,,,,,,,,,2.5,2.15,,1,1,"22, 31"
116,5394,Hylacola cautus,Shy Hylacola,cauta,14.5,13,13.9,4,,,55.2,24,52.9,28.0,,,22.5,22,21.7,28,,,15.5,23,14.7,27.0,,,,,,,,,3.0,2.68,2,1,,"1, 22, 31"
116,5396,Acanthiza katherina,Mountain Thornbill,,6.8,10,6.7,7,,,52.1,11,50.4,7.0,,,18.5,11,18.4,7,,,11.6,11,11.2,7.0,,,41.1,11,41.5,6,,,2.5,,,,,22
116,5397,Acanthiza pusilla,Brown Thornbill,pusilla,7.4,37,6.5,20,,,51.6,52,49.5,30.0,,,20.3,51,19.3,29,,,11.0,51,10.5,29.0,,,44.9,51,42.5,30,,,3.0,1.4,2,1,2,"1, 22, 31"
116,5398,Acanthiza pusilla apicalis,Broad-tailed Thornbill,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"1, 22"
116,5398,Acanthiza ewingii,Tasmanian Thornbill,ewingii,7.2,16,6.7,19,,,52.7,21,51.0,22.0,,,21.3,21,21.7,23,,,11.0,21,10.9,23.0,,,47.8,21,46.8,23,,,3.5,1.46,2,1,0,"22, 31"
116,5399,Acanthiza reguloides,Buff-rumped Thornbill,reguloides,7.7,27,7.4,11,,,53.4,25,51.8,17.0,,,17.7,25,17.6,16,,,11.1,24,11.1,17.0,,,40.3,25,38.8,17,,,3.5,1.22,2,,1,"1, 22, 31"
116,5400,Acanthiza inornata,Western Thornbill,,7.2,43,6.9,76,,,48.9,28,47.0,26.0,,,18.0,28,17.8,25,,,11.3,27,11.4,25.0,,,36.3,34,35.4,55,,,3.0,1.35,2,,1,"22, 31"
116,5401,Acanthiza iredalei,Slender-billed Thornbill,iredalei,5.8,16,5.7,12,,,48.8,29,47.5,25.0,,,18.4,29,17.6,25,,,9.7,28,9.6,24.0,,,40.6,28,39.6,25,,,3.0,0.93,,1,1,"22, 31"
116,5402,Acanthiza chrysorrhoa,Yellow-rumped Thornbill,leighi,9.4,25,9.8,16,,,57.8,25,57.6,26.0,,,17.7,23,17.4,24,,,11.9,24,11.7,26.0,,,40.8,28,39.3,26,,,3.5,1.44,2,1,1,"1, 22, 31"
116,5403,Acanthiza uropygialis,Chestnut-rumped Thornbill,,6.5,32,6.2,24,,,51.2,31,49.9,26.0,,,18.0,30,17.3,26,,,10.3,30,10.4,26.0,,,39.1,30,38.2,26,,,3.0,1.18,2,,1,"1, 22, 31"
116,5404,Acanthiza nana,Yellow Thornbill,modesta,6.5,27,6.3,23,,,49.2,25,48.7,29.0,,,17.4,25,17.3,27,,,10.0,24,10.0,28.0,,,36.0,14,36.6,10,,,3.0,1.34,2,,,"1, 22, 31"
116,5405,Acanthiza lineata,Striated Thornbill,lineata,7.6,25,7.4,27,,,53.1,36,52.2,26.0,,,17.5,36,17.5,25,,,10.2,26,9.9,26.0,,,39.4,36,38.8,26,,,3.0,1.32,2,2,0,"1, 22, 31"
116,5406,Acanthiza robustirostris,Slaty-backed Thornbill,,6.2,24,5.9,17,,,52.0,40,50.1,28.0,,,19.6,38,18.9,28,,,10.1,40,10.1,28.0,,,41.5,38,40.1,28,,,3.0,1.33,2,1,,"22, 31"
116,5407,Smicrornis brevirostris,Weebill,occidentalis,6.0,26,6.2,18,,,50.1,25,48.8,18.0,,,15.6,24,15.8,18,,,7.8,25,7.8,18.0,,,35.0,23,35.0,23,,,3.0,1.03,2,1,1,"1, 22, 31"
116,5408,Gerygone cinerea,Mountain Gerygone,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
116,5409,Gerygone chloronotus,Green-backed Gerygone,chloronotus,6.6,21,6.4,8,,,51.8,23,49.9,13.0,,,17.0,22,17.0,12,,,12.0,23,12.1,13.0,,,36.5,21,35.5,12,,,2.5,1.33,2,,1,"1, 22, 31"
116,5410,Gerygone palpebrosa,Fairy Gerygone,personata,7.5,21,7.5,10,,,54.4,36,51.8,18.0,,,17.8,19,17.3,5,,,12.6,18,11.9,5.0,,,39.8,36,37.5,18,,,2.0,1.5,,1,1,"22, 31"
116,5411,Gerygone olivacea,White-throated Gerygone,rogersi,6.3,16,6.1,13,,,56.1,24,53.1,14.0,,,16.8,24,16.3,13,,,12.4,24,12.2,13.0,,,40.7,26,39.6,14,,,3.0,1.4,2,3,1,"1, 22, 31"
116,5412,Gerygone chrysogaster,Yellow-bellied Gerygone,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,2,,,"1, 31"
116,5413,Gerygone magnirostris,Large-billed Gerygone,cairnsensis,7.5,20,6.7,9,,,53.9,17,51.8,14.0,,,17.2,17,17.1,12,,,12.0,13,12.1,14.0,,,43.6,17,41.2,13,,,2.5,1.33,2,1,2,"1, 22, 31"
116,5414,Gerygone tenebrosa,Dusky Gerygone,christopheri,8.3,18,7.4,20,,,57.8,21,53.9,24.0,,,20.6,21,19.9,24,,,13.0,21,12.5,24.0,,,43.0,11,41.2,11,,,2.0,,,1,1,22
116,5419,Gerygone levigaster,Mangrove Gerygone,levigaster,6.4,37,5.9,18,,,52.7,26,50.7,19.0,,,17.7,26,17.2,19,,,11.7,26,11.4,18.0,,,40.0,26,38.1,19,,,3.0,,2,1,1,"1, 22"
116,5420,Gerygone fusca,Western Gerygone,mungi,5.6,23,5.2,23,,,54.2,27,51.6,25.0,,,17.1,26,16.5,24,,,10.8,27,10.6,24.0,,,45.1,24,44.2,11,,,2.5,1.11,2,1,1,"1, 22, 31"
116,5422,Gerygone mouki,Brown Gerygone,richmondi,5.2,26,5.3,9,,,50.0,32,47.7,12.0,,,17.7,31,17.5,12,,,10.8,32,10.7,12.0,,,41.7,7,41.0,2,,,2.5,,2,1,1,"1, 22"
116,5423,Gerygone modesta,Norfolk Island Gerygone,,7.4,6,7.9,2,,,54.6,7,54.0,2.0,,,19.8,7,19.15,2,,,13.3,6,12.75,3.0,,,48.4,5,45.0,1,,,3.0,,,,,22
116,5424,Gerygone igata,Grey Gerygone,,6.0,9,6.3,1,,,52.7,13,49.0,3.0,,,19.5,13,19.9,3,,,11.9,13,11.47,3.0,,,49.3,13,45.3,3,,,3.5,1.28,2,1,1,"22, 31"
116,5425,Gerygone albofrontata,Chatham Islands Gerygone,,11.1,39,9.5,11,,,65.2,11,58.4,5.0,,,23.2,11,21.9,5,,,16.2,11,15.3,5.0,,,52.2,38,49.3,10,,,3.0,1.74,2,1,1,"22, 31"
116,5427,Aphelocephala leucopsis,Southern Whiteface,leucopsis,13.3,29,13.3,21,,,59.1,29,58.1,25.0,,,18.3,29,18.1,25,,,10.4,29,10.2,24.0,,,,,,,,,3.5,2.0,,3,0,"22, 31"
116,5428,Aphelocephala pectoralis,Chestnut-breasted Whiteface,,,,12.0,1,9.0,1,56.6,7,55.2,9.0,,,17.3,7,17.5,9,,,9.8,7,9.7,9.0,,,39.7,7,39.6,6,,,2.5,,2,4,0,22
116,5429,Aphelocephala nigricincta,Banded Whiteface,,10.8,6,10.1,6,,,56.3,25,56.0,26.0,,,18.1,23,18.0,25,,,10.5,23,10.5,26.0,,,38.5,25,38.5,24,,,2.5,1.52,,4,,"22, 31"
117,5431,Amalocichla incerta,Lesser Ground-robin,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
117,5433,Microeca fascinans,Jacky-winter,,15.7,30,16.2,25,,,89.4,20,87.9,14.0,,,17.0,20,16.8,14,,,13.9,18,13.7,13.0,,,57.3,20,57.0,14,,,2.0,,2,4,1,"1, 22"
117,5435,Microeca flavigaster,Lemon-bellied Flyrobin,flavigaster,11.2,11,10.7,7,,,73.6,19,70.5,14.0,,,14.0,19,14.0,14,,,12.9,17,12.9,13.0,,,56.2,29,54.8,24,,,1.0,1.8,2,4,2,"1, 22, 31"
117,5436,Microeca griseoceps,Yellow-legged Flyrobin,kempi,11.4,2,11.5,1,,,70.6,5,65.0,2.0,,,13.6,5,13.25,2,,,13.8,5,12.95,2.0,,,55.4,5,49.5,1,,,2.0,,,1,,22
117,5437,Microeca flavovirescens,Olive Flyrobin,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
117,5438,Microeca papuana,Canary Flyrobin,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
117,5439,Eugerygone rubra,Garnet Robin,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
117,5442,Petroica multicolor,Scarlet Robin,campbelli,12.2,26,12.5,21,,,73.4,19,71.4,11.0,,,19.6,19,19.2,10,,,14.2,18,14.1,10.0,,,51.2,9,51.2,9,,,3.0,1.52,2,3,2,"1, 22, 31"
117,5443,Petroica macrocephala,Tomtit,toitoi,10.8,51,10.6,33,,,69.4,34,67.0,21.0,,,21.0,33,20.9,20,,,13.4,34,13.1,20.0,,,54.2,62,54.2,27,,,4.0,2.08,2,3,2,"22, 31"
117,5444,Petroica goodenovii,Red-capped Robin,,8.6,39,9.1,23,,,62.9,48,61.3,25.0,,,17.2,47,16.8,25,,,12.7,45,12.4,24.0,,,47.4,38,46.4,49,,,2.5,1.35,2,2,2,"1, 22, 31"
117,5445,Petroica phoenicea,Flame Robin,,13.3,33,13.8,27,,,78.9,33,74.3,28.0,,,21.3,17,21.5,13,,,14.2,36,14.0,33.0,,,54.9,39,53.4,34,,,3.0,2.08,2,2,1,"22, 31"
117,5446,Petroica rosea,Rose Robin,,8.3,15,8.0,8,,,65.7,22,63.7,16.0,,,15.5,22,15.3,16,,,12.5,22,12.2,15.0,,,57.6,29,55.9,16,,,2.5,1.48,2,3,1,"1, 22, 31"
117,5447,Petroica rodinogaster,Pink Robin,rodinogaster,9.9,6,10.6,19,,,68.2,22,65.7,6.0,,,19.2,21,18.9,6,,,13.3,22,13.4,6.0,,,57.8,6,55.9,18,,,3.0,1.9,2,1,1,"1, 22, 31"
117,5448,Petroica australis,New Zealand Robin,australis,37.5,20,34.4,5,,,100.0,22,97.0,9.0,,,37.4,21,36.2,7,,,21.1,21,20.3,8.0,,,76.2,17,75.8,6,,,2.5,4.5,2,1,2,"22, 31"
117,5449,Petroica traversi,Chatham Islands Robin,,,,,,23.5,10,83.6,10,81.7,8.0,,,29.9,10,30.2,8,,,17.7,8,17.2,8.0,,,64.0,21,63.5,18,,,2.0,,2,3,2,22
117,5450,Melanodryas cucullata,Hooded Robin,cucullata,24.0,13,23.2,10,,,97.1,29,92.0,14.0,,,22.6,29,22.1,13,,,17.5,27,16.9,14.0,,,70.6,11,66.4,8,,,2.5,2.9,2,2,1,"1, 22, 31"
117,5451,Melanodryas vittata,Dusky Robin,vittata,26.9,6,25.6,5,,,88.9,19,86.8,13.0,,,24.5,20,24.0,13,,,18.4,16,17.7,13.0,,,62.8,29,61.5,13,,,3.0,3.19,2,1,2,"1, 22, 31"
117,5452,Tregellasia leucops,White-faced Robin,albigularis,15.9,37,13.8,21,,,79.4,20,72.0,9.0,,,20.6,19,19.2,8,,,16.0,20,14.3,9.0,,,50.3,35,46.7,22,,,2.0,2.0,2,,,"1, 22, 31"
117,5453,Tregellasia capito,Pale-yellow Robin,nana,14.4,18,12.2,7,,,75.7,28,71.6,14.0,,,20.0,27,19.1,14,,,15.2,27,14.2,14.0,,,56.5,18,54.4,9,,,2.0,2.3,2,1,2,"22, 31"
117,5454,Eopsaltria australis,Yellow Robin,australis,22.2,40,18.3,19,,,84.6,34,81.7,15.0,,,22.3,36,21.5,15,,,17.7,35,16.4,15.0,,,67.2,30,63.3,24,,,2.0,2.73,2,1,2,"1, 22, 31"
117,5455,Eopsaltria griseogularis,Grey-breasted Robin,rosinae,20.3,14,19.6,6,,,90.6,28,85.5,14.0,,,20.9,27,20.2,14,,,17.1,25,15.6,14.0,,,63.7,32,62.0,15,,,2.0,,2,1,2,"1, 22"
117,5457,Eopsaltria georgiana,White-breasted Robin,,20.8,156,17.5,94,,,78.0,23,74.7,13.0,,,23.3,23,22.6,13,,,17.7,21,16.4,12.0,,,67.0,42,63.9,24,,,2.0,2.59,2,1,2,"1, 22, 31"
117,5458,Eopsaltria pulverulenta,Mangrove Robin,cinereiceps,21.3,16,17.3,14,,,82.1,27,77.1,19.0,,,23.6,27,22.0,18,,,19.5,25,17.6,16.0,,,61.5,80,57.7,69,,,2.0,,,3,2,22
