family,species_number,species_name,english_name,subspecies,m_mass,m_mass_n,f_mass,f_mass_n,unsexed_mass,unsexed_mass_n,m_wing,m_wing_n,f_wing,f_wing_n,unsexed_wing,unsexed_wing_n,m_tarsus,m_tarsus_n,f_tarsus,f_tarsus_n,unsexed_tarsus,unsexed_tarsus_n,m_bill,m_bill_n,f_bill,f_bill_n,unsexed_bill,unsexed_bill_n,m_tail,m_tail_n,f_tail,f_tail_n,unsexed_tail,unsexed_tail_n,clutch_size,egg_mass,mating_system,display,resource,refs
142,8214,Nectarinia alinae,Blue-headed Sunbird,,13.5,5,11.3,8,,,64.0,10,62.8,4.0,,,18.6,10,18.5,4,,,29.7,10,28.8,4.0,,,,,,,,,,1.49,,,,"27, 31"
142,8215,Nectarinia verticalis,Green-headed Sunbird,,12.5,5,10.7,1,,,64.9,10,61.9,10.0,,,17.9,10,17.3,10,,,26.5,10,24.8,10.0,,,,,,,,,,1.9,,,,"27, 31"
142,8216,Nectarinia bannermani,Bannerman's Sunbird,,,,14.1,1,,,70.0,4,65.2,5.0,,,18.3,4,,,,,22.5,4,22.75,5.0,,,,,,,,,,,,,,27
142,8217,Nectarinia cyanolaema,Blue-throated Brown Sunbird,,16.9,16,17.0,12,,,68.4,10,65.0,10.0,,,16.6,10,16.5,10,,,24.0,10,23.2,10.0,,,,,,,,,,1.48,,,,"27, 31"
142,8218,Nectarinia balfouri,Socotra Sunbird,,,,,,11.5,33,65.6,12,59.2,6.0,,,20.9,12,18.3,6,,,23.1,12,20.7,6.0,,,,,,,,,,,,,,27
142,8220,Nectarinia fuliginosa,Carmelite Sunbird,,,,12.2,,,,70.2,10,64.3,8.0,,,17.0,10,17.0,1,,,24.6,10,23.3,8.0,,,,,,,,,,1.88,,,,"27, 31"
142,8221,Nectarinia amethystina,Amethyst Sunbird,,11.0,23,9.8,11,,,66.6,10,61.8,10.0,,,16.3,10,15.7,10,,,25.5,10,23.5,10.0,,,,,,,,,,1.72,,,,"27, 31"
142,8222,Nectarinia rubescens,Green-throated Sunbird,,11.2,15,10.5,2,,,68.5,10,60.5,10.0,,,15.6,10,15.5,10,,,21.4,10,20.9,10.0,,,,,,,,,,1.33,,,,"27, 31"
142,8223,Nectarinia senegalensis,Scarlet-chested Sunbird,,10.3,16,8.4,7,,,67.2,10,61.6,9.0,,,16.3,10,15.5,9,,,22.3,10,21.6,9.0,,,,,,,,,,1.47,,,,"27, 31"
142,8224,Nectarinia hunteri,Hunter's Sunbird,,11.9,12,10.0,1,,,70.0,10,62.4,5.0,,,17.2,10,16.6,5,,,25.8,10,26.2,5.0,,,,,,,,,,1.29,,,,"27, 31"
142,8225,Nectarinia adelberti,Buff-throated Sunbird,,10.1,7,9.4,4,,,63.2,10,58.8,6.0,,,15.0,10,14.8,6,,,18.9,10,19.3,6.0,,,,,,,,,,,,,,27
142,8231,Nectarinia jugularis,Olive-backed Sunbird,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,2,,,"1, 31"
142,8238,Nectarinia venusta,Variable Sunbird,,5.9,14,5.3,5,,,50.7,10,47.5,10.0,,,15.1,10,14.1,10,,,18.0,10,16.9,10.0,,,,,,,,,,0.99,,,,"27, 31"
142,8239,Nectarinia ursulae,Ursula's Sunbird,,,,,,,,48.1,10,46.3,10.0,,,14.5,10,14.2,10,,,19.4,10,18.0,10.0,,,,,,,,,,0.98,,,,"27, 31"
142,8240,Nectarinia talatala,White-breasted Sunbird,,8.2,163,7.1,79,,,53.4,10,50.6,10.0,,,16.1,10,15.2,10,,,21.2,10,19.6,10.0,,,,,,,,,,1.12,,,,"27, 31"
142,8241,Nectarinia oustaleti,Oustalet's Sunbird,,,,,,,,56.2,13,52.4,6.0,,,15.4,13,14.8,6,,,20.6,13,19.7,6.0,,,,,,,,,,,,,,27
142,8242,Nectarinia bouvieri,Orange-tufted Sunbird,,8.5,7,,,,,57.5,10,53.5,10.0,,,16.8,10,15.6,10,,,20.9,10,19.2,10.0,,,,,,,,,,,,,,27
142,8243,Nectarinia osea,Palestine Sunbird,,7.6,,6.8,,7.6,,54.5,18,51.0,16.0,,,15.3,17,14.8,11,,,20.2,16,18.9,16.0,,,38.0,18,34.6,12,,,2.4,0.98,2,1,1,"1, 15, 31"
142,8245,Nectarinia habessinica,Shining Sunbird,,10.0,8,9.1,13,,,68.5,10,59.6,10.0,,,15.8,10,15.4,10,,,22.7,10,20.8,10.0,,,15.8,20,15.4,8,,,,1.33,,,,"27, 31, 39"
142,8247,Nectarinia manoensis,Miombo Double-collared Sunbird,,9.8,15,8.4,8,,,63.0,10,58.8,10.0,,,16.9,10,16.5,10,,,24.3,10,22.1,10.0,,,,,,,,,,,,,,27
142,8248,Nectarinia chalybea,Southern Double-collared Sunbird,,8.6,26,7.3,21,,,56.6,10,51.6,10.0,,,16.8,10,15.8,10,,,21.9,10,19.3,10.0,,,,,,,,,,1.16,,,,"27, 31"
142,8249,Nectarinia ludovicensis,Montane Double-collared Sunbird,whytei,9.3,29,8.1,13,,,61.5,10,,,,,,,,,,,19.3,10,,,,,,,,,,,,,,,,27
142,8251,Nectarinia stuhlmanni,Stuhlmann's Double-collared Sunbird,,10.9,7,10.0,4,,,67.1,8,59.7,3.0,,,19.5,4,19.0,1,,,26.6,8,23.0,3.0,,,,,,,,,,,,,,27
142,8252,Nectarinia preussi,Northern Double-collared Sunbird,,,,,,,,58.3,10,53.4,10.0,,,17.0,10,16.6,10,,,16.9,13,15.9,4.0,,,,,,,,,,0.95,,,,"27, 31"
142,8253,Nectarinia afra,Greater Double-collared Sunbird,,12.1,3,9.8,1,,,68.9,10,61.4,10.0,,,18.6,10,17.8,10,,,31.0,10,27.7,10.0,,,,,,,,,,1.6,,,,"27, 31"
142,8254,Nectarinia mediocris,Eastern Double-collared Sunbird,,8.7,54,7.6,38,,,55.7,10,50.3,10.0,,,17.9,10,16.6,10,,,20.4,10,18.1,10.0,,,,,,,,,,1.19,,,,"27, 31"
142,8255,Nectarinia neergaardi,Neergaard's Sunbird,,6.5,7,5.8,2,,,54.2,11,49.8,4.0,,,16.4,11,14.7,4,,,17.4,11,15.8,4.0,,,,,,,,,,1.06,,,,"27, 31"
142,8256,Nectarinia chloropygia,Fire-tailed Myzornis,,7.1,1,,,,,48.2,10,44.6,10.0,,,15.5,10,13.9,10,,,19.5,10,18.5,10.0,,,,,,,,,,0.84,,,,"27, 31"
142,8257,Nectarinia minulla,Tiny Sunbird,,,,5.8,6,,,48.0,10,45.0,7.0,,,14.1,10,13.9,7,,,16.5,10,16.5,7.0,,,,,,,,,,0.77,,,,"27, 31"
142,8258,Nectarinia regia,Regal Sunbird,,7.0,34,6.2,12,,,54.8,10,50.2,6.0,,,16.7,10,16.4,6,,,19.5,10,18.3,6.0,,,,,,,,,,1.3,,,,"27, 31"
142,8259,Nectarinia loveridgei,Loveridge's Sunbird,,10.8,6,9.3,8,,,58.0,9,56.0,3.0,,,19.6,7,18.3,3,,,25.9,7,23.7,3.0,,,,,,,,,,,,,,27
142,8260,Nectarinia moreaui,Moreau's Sunbird,,8.6,36,7.9,28,,,56.0,20,51.5,15.0,,,18.0,20,17.8,15,,,24.0,20,20.8,15.0,,,,,,,,,,,,,,27
142,8261,Nectarinia rockefelleri,Rockefeller's Sunbird,,5.3,3,,,,,57.2,10,51.3,3.0,,,18.8,9,17.0,2,,,22.4,9,22.0,2.0,,,,,,,,,,,,,,27
142,8262,Nectarinia cuprea,Copper Sunbird,,9.0,63,8.1,10,,,59.6,10,52.0,10.0,,,15.5,10,14.5,10,,,21.0,10,17.8,10.0,,,,,,,,,,1.06,,,,"27, 31"
142,8263,Nectarinia fusca,Dusky Sunbird,,10.0,,,,8.0,2,58.6,10,52.5,10.0,,,18.0,10,16.2,10,,,22.4,10,19.8,10.0,,,,,,,,,,0.97,,,,"27, 31"
142,8264,Nectarinia rufipennis,Rufous-winged Sunbird,,10.0,1,8.7,1,,,57.0,1,55.0,1.0,,,16.0,1,15.0,1,,,23.5,1,21.5,1.0,,,,,,,,,,,,,,27
142,8265,Nectarinia tacazze,Tacazze Sunbird,,15.7,29,14.1,19,,,79.8,10,70.5,10.0,,,19.3,10,18.0,10,,,32.5,10,29.7,10.0,,,79.8,10,70.5,10,,,1.0,1.88,,,1,"27, 31"
142,8266,Nectarinia purpureiventris,Purple-breasted Sunbird,,11.7,32,11.2,9,,,66.7,9,59.4,8.0,,,16.2,9,15.6,8,,,22.0,9,20.0,8.0,,,139.0,9,59.4,8,,,2.0,1.89,,2,1,"27, 31"
142,8267,Nectarinia bocagii,Bocage's Sunbird,,,,,,,,74.5,2,68.5,6.0,,,17.5,2,17.3,6,,,26.0,2,24.3,6.0,,,93.0,2,53.7,6,,,2.0,1.96,,5,0,"27, 31"
142,8268,Nectarinia kilimensis,Bronze Sunbird,,16.7,108,14.6,68,,,77.0,10,67.5,10.0,,,19.2,10,18.4,10,,,29.0,10,28.1,10.0,,,125.0,10,55.5,10,,,1.0,1.86,,,1,"27, 31"
142,8269,Nectarinia reichenowi,Golden-winged Sunbird,,15.7,61,13.8,23,,,81.6,10,69.6,10.0,,,17.5,10,16.7,10,,,28.8,10,26.8,10.0,,,130.0,10,54.8,10,,,1.0,2.02,,,1,"27, 31"
142,8270,Nectarinia famosa,Malachite Sunbird,,15.5,24,13.9,14,,,78.4,10,70.2,10.0,,,17.4,10,16.5,10,,,35.0,10,32.3,10.0,,,126.0,10,48.0,10,,,2.0,1.6,,1,1,"27, 31"
142,8271,Nectarinia johnstoni,Red-tufted Sunbird,,15.7,3,,,,,84.4,8,75.3,4.0,,,20.0,8,20.0,4,,,28.1,8,26.3,4.0,,,144.0,8,48.4,4,,,1.0,1.9,,1,1,"27, 31"
142,8272,Nectarinia shelleyi,Shelley's Sunbird,,,,,,,,64.1,10,59.0,3.0,,,15.9,10,15.7,3,,,21.9,10,21.3,3.0,,,,,,,,,,1.07,,,,"27, 31"
142,8273,Nectarinia erythrocerca,Red-chested Sunbird,,9.2,56,8.4,51,,,63.7,10,57.0,10.0,,,16.4,10,15.5,10,,,19.7,10,18.3,10.0,,,,,,,,,,1.11,,,,"27, 31"
142,8274,Nectarinia congensis,Congo Sunbird,,,,,,,,63.7,15,57.25,4.0,,,16.3,6,16.25,2,,,21.7,7,19.25,2.0,,,,,,,,,,,,,,27
142,8275,Nectarinia mariquensis,Mariqua Sunbird,,12.3,14,11.1,11,,,68.2,10,63.0,7.0,,,18.1,10,17.4,7,,,23.7,10,22.8,7.0,,,,,,,,,,1.2,,,,"27, 31"
142,8276,Nectarinia bifasciata,Purple-banded Sunbird,strophium,7.6,73,6.8,22,,,,,,,,,,,,,,,18.4,26,,,,,,,,,,,,0.88,,,,"27, 31"
142,8277,Nectarinia pembae,Violet-breasted Sunbird,,,,,,,,53.0,8,49.0,2.0,,,15.0,8,15.5,2,,,17.3,8,17.0,2.0,,,,,,,,,,,,,,27
142,8279,Nectarinia coccinigaster,Splendid Sunbird,,14.3,2,,,,,71.1,10,64.3,10.0,,,17.1,10,16.6,10,,,25.7,10,24.4,10.0,,,,,,,,,,1.59,,,,"27, 31"
142,8280,Nectarinia johannae,Johanna's Sunbird,,13.7,11,12.4,3,,,65.1,10,62.0,6.0,,,16.7,10,16.5,6,,,31.8,10,30.7,6.0,,,,,,,,,,2.02,,,,"27, 31"
142,8281,Nectarinia superba,Superb Sunbird,,18.0,1,15.4,1,,,74.8,10,69.7,10.0,,,19.8,10,19.8,10,,,35.3,10,35.3,10.0,,,,,,,,,,2.18,,,,"27, 31"
142,8282,Nectarinia pulchella,Beautiful Sunbird,,7.3,17,6.5,18,,,58.4,10,52.2,10.0,,,14.9,10,14.6,10,,,18.2,10,17.2,10.0,,,,,,,,,,1.11,,,,"27, 31"
142,8283,Nectarinia nectarinioides,Black-bellied Sunbird,,5.0,5,4.0,1,,,53.8,10,48.0,4.0,,,14.4,10,14.0,4,,,18.0,10,17.3,4.0,,,,,,,,,,1.2,,,,"27, 31"
143,8309,Melanocharis nigra,Black Berrypecker,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
143,8310,Melanocharis longicauda,Lemon-breasted Berrypecker,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
143,8311,Melanocharis versteri,Fan-tailed Berrypecker,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
143,8312,Melanocharis striativentris,Streaked Berrypecker,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
143,8314,Toxorhamphus poliopterus,Grey-winged Longbill,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,2,,,"1, 31"
143,8315,Toxorhamphus novaeguineae,Green-crowned Longbill,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
145,8321,Passer domesticus,House Sparrow,domesticus,30.2,108,30.2,33,,,80.7,56,77.8,27.0,,,19.9,81,19.6,36,,,15.3,69,15.3,36.0,,,56.1,10,53.7,7,,,4.0,2.89,2,1,1,"1, 13, 28, 31"
145,8322,Passer hispaniolensis,Spanish Sparrow,hispanoliensis,27.9,4,27.5,3,,,78.8,8,77.1,5.0,,,20.4,17,20.3,19,,,15.6,8,15.9,5.0,,,58.4,10,56.6,10,,,4.6,2.74,2,1,0,"1, 13, 28, 31"
145,8324,Passer castanopterus,Somali Sparrow,,,,,,,,70.4,10,68.7,10.0,,,17.0,10,17.2,10,,,13.6,10,13.6,10.0,,,51.0,10,48.3,10,,,5.5,1.67,,1,0,"28, 31"
145,8327,Passer moabiticus,Dead Sea Sparrow,mesopotamichus,16.3,10,20.0,1,,,65.6,10,62.5,1.0,,,17.4,9,17.4,7,,,12.0,10,11.9,7.0,,,47.3,8,45.7,12,,,4.5,1.6,,1,0,"13, 31"
145,8328,Passer iagoensis,Iago Sparrow,,,,,,,,64.5,6,58.9,5.0,,,19.2,6,18.3,4,,,15.3,6,13.8,4.0,,,51.4,15,47.6,7,,,4.0,1.7,,2,1,"13, 31"
145,8329,Passer rufocinctus,Kenya Rufous-Sparrow,,27.5,27,28.1,37,,,77.6,10,76.7,10.0,,,20.0,10,20.2,10,,,14.4,10,14.1,10.0,,,51.2,10,51.5,10,,,3.6,,,1,,28
145,8330,Passer insularis,Socotra Sparrow,,27.5,4,27.1,4,27.5,51,76.6,8,74.5,6.0,,,21.3,6,21.3,5,,,16.1,6,16.1,6.0,,,57.5,8,53.8,6,,,3.0,,,,0,28
145,8331,Passer motitensis,Southern Rufous-Sparrow,,34.7,3,31.5,4,,,86.8,6,85.2,5.0,,,21.2,6,21.4,5,,,16.5,6,16.0,5.0,,,58.7,6,58.2,5,,,3.3,,,,,28
145,8332,Passer melanurus,Mossie,,29.6,56,29.4,34,,,77.6,10,76.4,10.0,,,20.8,10,20.3,10,,,14.0,10,14.3,10.0,,,58.8,10,56.9,10,,,3.5,2.19,,2,1,"28, 31"
145,8333,Passer griseus,Grey-headed Sparrow,,,,,,28.1,53,86.0,10,84.5,10.0,,,20.8,10,20.6,10,,,15.7,10,15.3,10.0,,,65.7,10,63.9,10,,,3.5,2.28,,1,1,"28, 31"
145,8334,Passer swainsonii,Swainson's Sparrow,,,,,,31.6,20,86.0,10,84.6,10.0,,,20.4,10,20.1,10,,,15.4,10,15.4,10.0,,,66.2,10,64.5,10,,,4.5,,,,1,28
145,8335,Passer gongonensis,Parrot-billed Sparrow,,,,,,39.9,23,97.2,10,93.0,10.0,,,21.7,10,21.3,10,,,17.5,10,16.8,10.0,,,67.9,10,61.4,10,,,2.0,,,3,1,28
145,8336,Passer suahelicus,Swahili Sparrow,,,,,,,,87.4,5,86.2,5.0,,,20.0,5,19.8,5,,,15.1,10,15.2,10.0,,,65.2,5,64.2,5,,,1.0,,,,,28
145,8337,Passer diffusus,Cape Sparrow,,,,,,24.2,130,82.9,8,78.5,10.0,,,19.1,8,18.5,10,,,13.9,8,13.7,10.0,,,62.5,8,59.2,10,,,3.3,,,1,1,28
145,8338,Passer simplex,Desert Sparrow,saharae,19.5,2,19.5,2,,,80.0,37,76.2,29.0,,,20.4,19,20.1,11,,,12.9,25,13.0,19.0,,,56.0,10,54.1,10,,,3.5,1.98,,2,0,"13, 28, 31"
145,8339,Passer montanus,Eurasian Tree Sparrow,dilutus,22.6,5,21.6,5,,,71.3,81,68.6,51.0,,,18.0,18,17.9,15,,,13.3,51,13.1,35.0,,,53.8,10,54.0,10,,,5.0,2.09,2,2,0,"1, 13, 28, 31"
145,8340,Passer luteus,Sudan Golden-Sparrow,,15.2,3,15.0,2,,,64.6,57,62.9,47.0,,,17.2,25,17.1,13,,,12.5,26,12.7,13.0,,,50.1,10,48.0,10,,,4.0,1.7,,1,0,"13, 28, 31"
145,8341,Passer euchlorus,Arabian Golden-Sparrow,,,,,,14.0,27,60.9,10,58.8,10.0,,,16.4,10,16.5,10,,,11.0,10,11.4,10.0,,,45.2,10,43.9,10,,,2.5,,,,0,28
145,8342,Passer eminibey,Chestnut Sparrow,,14.1,16,13.7,20,,,61.2,10,59.8,10.0,,,15.4,10,15.9,10,,,11.1,10,11.3,10.0,,,40.5,10,38.0,10,,,3.5,1.51,,1,0,"28, 31"
145,8343,Petronia pyrgita,Yellow-spotted Petronia,,26.0,1,29.9,1,24.1,17,87.5,10,83.4,10.0,,,19.6,10,19.1,10,,,15.2,10,15.3,10.0,,,60.5,10,58.4,10,,,4.0,,,,1,28
145,8344,Petronia xanthocollis,Chestnut-shouldered Petronia,xanthocollis,18.5,5,18.0,9,,,83.7,11,80.0,6.0,,,17.1,12,16.6,6,,,15.4,11,14.8,5.0,,,52.6,13,49.0,6,,,3.5,1.95,,1,1,"13, 31"
145,8345,Petronia superciliaris,Yellow-throated Petronia,,25.4,1,,,26.6,14,95.0,10,92.4,8.0,,,19.4,10,19.4,8,,,16.2,10,16.3,8.0,,,58.1,10,56.1,8,,,3.0,2.06,,,,"28, 31"
145,8346,Petronia dentata,Bush Petronia,,18.6,37,18.1,20,,,79.4,10,77.5,10.0,,,16.6,10,16.5,10,,,13.6,10,13.3,10.0,,,46.9,10,45.1,10,,,2.5,1.75,,1,1,"28, 31"
145,8347,Petronia petronia,Rock Sparrow,exigua,33.7,12,32.1,4,,,101.5,18,96.5,6.0,,,19.2,10,19.3,2,,,18.1,18,18.4,6.0,,,56.4,13,53.5,5,,,5.76,2.82,,2,0,"13, 28, 31"
145,8348,Carpospiza brachydactyla,Pale Rock-Finch,,21.4,3,,,,,98.5,13,93.5,13.0,,,19.3,16,19.0,17,,,15.4,16,15.0,17.0,,,51.8,10,49.8,10,,,4.5,,,3,1,"13, 28"
145,8349,Montifringilla nivalis,White-winged Snowfinch,alpicola,36.0,11,36.0,5,,,119.5,7,113.4,8.0,,,,,,,,,19.6,6,20.0,8.0,,,71.3,12,67.0,11,,,4.5,3.0,,3,0,"13, 31"
145,8357,Motacilla alba,White Wagtail,alba,21.6,27,19.9,23,,,91.6,44,88.2,18.0,,,23.8,38,23.2,23,,,16.2,40,16.0,21.0,,,85.0,80,82.0,42,,,5.55,2.3,2,3,1,"1, 13, 31"
145,8361,Motacilla aguimp,African Pied Wagtail,,27.3,13,26.1,6,,,96.4,10,91.3,11.0,,,25.2,9,25.2,11,,,18.3,10,17.9,11.0,,,90.0,10,87.1,11,,,,2.71,,,,"9, 25, 31"
145,8362,Motacilla capensis,Cape Wagtail,,,,,,20.9,184,82.5,14,82.1,11.0,,,22.75,14,,,,,,,,,14.0,,,,,,,,,2.42,,,,"25, 31"
145,8364,Motacilla citreola,Citrine Wagtail,citreola,22.2,13,21.1,8,,,87.9,17,82.3,7.0,,,26.3,17,24.6,7,,,17.5,17,16.8,7.0,,,76.6,17,72.6,7,,,5.0,2.0,,3,1,"9, 31"
145,8365,Motacilla flava,Yellow Wagtail,flava,17.7,113,17.2,49,,,81.8,127,78.5,67.0,,,24.0,36,23.5,26,,,15.9,34,15.6,21.0,,,70.2,25,68.1,7,,,5.4,1.8,2,3,1,"1, 9, 31"
145,8366,Motacilla cinerea,Grey Wagtail,,17.4,19,17.3,5,,,85.0,13,83.8,10.0,,,20.8,35,20.6,31,,,16.1,29,15.9,24.0,,,97.9,14,95.8,10,,,4.98,1.91,,3,1,"9, 31"
145,8367,Motacilla clara,Mountain Wagtail,,19.3,3,15.0,1,,,,,,,79.0,37,,,,,21.0,11,,,,,14.75,11,,,,,,,,2.63,,,,"25, 31"
145,8368,Tmetothylacus tenellus,Golden Pipit,,20.1,14,20.0,10,,,84.1,10,80.5,6.0,,,27.1,10,27.6,6,,,16.2,10,16.2,6.0,,,,,,,,,,,,,,25
145,8369,Macronyx croceus,Yellow-throated Longclaw,,49.2,11,48.0,16,,,99.6,111,96.4,124.0,,,36.9,111,36.7,124,,,20.3,111,20.1,124.0,,,,,,,,,,3.84,,,,"25, 31"
145,8370,Macronyx fuellebornii,Fuelleborn's Longclaw,,57.9,9,52.6,7,,,105.5,15,99.8,24.0,,,41.4,8,40.1,16,,,21.7,9,21.4,17.0,,,,,,,,,,3.83,,,,"25, 31"
145,8371,Macronyx capensis,Cape Longclaw,,52.5,7,47.7,11,,,101.0,35,95.6,20.0,,,36.7,35,35.6,20,,,21.4,35,20.9,20.0,,,,,,,,,,4.03,,,,"25, 31"
145,8372,Macronyx flavicollis,Abyssinian Longclaw,,,,,,,,91.0,32,87.4,19.0,,,32.5,32,31.5,19,,,17.5,32,17.1,19.0,,,,,,,,,,3.56,,,,"25, 31"
145,8373,Macronyx ameliae,Rosy-throated Longclaw,,34.4,9,32.6,4,,,90.5,36,87.3,22.0,,,30.5,33,29.7,18,,,18.8,32,18.7,18.0,,,,,,,,,,3.15,,,,"25, 31"
145,8374,Macronyx aurantiigula,Pangani Longclaw,,36.6,1,42.3,2,39.1,8,92.5,8,88.7,9.0,,,34.5,8,33.1,9,,,19.8,8,20.1,9.0,,,,,,,,,,3.41,,,,"25, 31"
145,8375,Macronyx grimwoodi,Grimwood's Longclaw,,,,,,,,94.6,7,94.0,3.0,,,37.0,7,35.7,3,,,21.9,7,20.2,3.0,,,,,,,,,,,,,,25
145,8376,Anthus sharpei,Sharpe's Pipit,,,,,,,,88.0,27,84.4,9.0,,,30.0,27,29.1,9,,,17.6,27,16.9,9.0,,,,,,,,,,3.48,,,,"25, 31"
145,8377,Anthus chloris,Yellow-breasted Pipit,,,,,,25.0,1,85.0,9,82.8,6.0,,,24.9,9,24.7,6,,,16.7,9,16.8,6.0,,,,,,,,,,2.6,,,,"25, 31"
145,8378,Anthus lineiventris,Striped Pipit,,,,,,35.0,12,87.5,10,83.9,10.0,,,29.3,10,27.5,10,,,20.1,10,19.0,10.0,,,,,,,,,,3.26,,,,"25, 31"
145,8379,Anthus crenatus,Yellow-tufted Pipit,,,,,,,,89.3,7,86.8,5.0,,,29.7,7,29.0,5,,,20.9,7,20.4,5.0,,,,,,,,,,2.55,,,,"25, 31"
145,8382,Anthus hoeschi,Mountain Pipit,,,,,,27.0,13,95.1,9,89.7,6.0,,,29.0,3,28.0,2,,,18.6,9,17.5,6.0,,,,,,,,,,,,,,25
145,8383,Anthus richardi,Richard's Pipit,centralasiae,33.3,10,31.6,4,,,99.8,27,95.0,10.0,,,32.2,6,31.5,4,,,17.8,8,17.8,8.0,,,,,,,,,,,,,,9
145,8385,Anthus novaeseelandiae,Australasian Pipit,,33.3,,31.6,,24.0,,,,,,,,,,,,,,,,,,,,75.5,20,73.3,14,,,,3.36,2,,,"1, 9, 31"
145,8386,Anthus leucophrys,Plain-backed Pipit,,,,,,23.2,6,97.2,10,95.1,10.0,,,30.6,10,29.5,10,,,18.7,10,17.9,10.0,,,,,,,,,,2.5,,,,"25, 31"
145,8387,Anthus vaalensis,Buffy Pipit,,,,,,27.0,18,106.0,8,101.0,8.0,,,30.1,8,29.4,8,,,19.4,8,19.1,8.0,,,,,,,,,,2.67,,,,"25, 31"
145,8388,Anthus pallidiventris,Long-legged Pipit,,,,,,,,96.0,9,91.6,7.0,,,32.2,9,31.0,7,,,19.7,9,18.4,7.0,,,,,,,,,,,,,,25
145,8389,Anthus melindae,Malindi Pipit,,,,,,22.5,8,84.3,9,82.3,3.0,,,26.8,9,25.3,3,,,17.9,9,17.0,3.0,,,,,,,,,,,,,,25
145,8390,Anthus campestris,Tawny Pipit,,23.1,30,22.7,14,,,94.8,8,88.0,2.0,,,26.7,19,25.6,9,,,19.6,19,18.4,9.0,,,67.7,24,64.2,18,,,4.19,2.73,,4,1,"9, 31"
145,8391,Anthus godlewskii,Blyth's Pipit,,25.2,5,27.2,5,,,93.4,27,89.1,29.0,,,26.9,16,26.5,12,,,17.1,15,16.6,12.0,,,68.2,27,64.9,29,,,,,,,,9
145,8392,Anthus berthelotii,Berthelot's Pipit,madeirensis,17.0,1,16.0,1,,,78.0,20,74.7,16.0,,,22.8,20,22.7,16,,,16.5,20,16.8,16.0,,,59.5,16,57.1,9,,,3.9,2.28,,4,,"9, 31"
145,8395,Anthus similis,Long-billed Pipit,,,,,,23.0,5,99.0,10,93.6,10.0,,,26.3,10,26.0,10,,,19.4,10,19.0,10.0,,,72.6,5,69.1,6,,,3.0,3.36,,4,,"9, 25, 31"
145,8397,Anthus brachyurus,Short-tailed Pipit,,,,,,,,66.2,10,64.2,10.0,,,17.6,10,17.3,10,,,13.9,10,13.5,10.0,,,,,,,,,,1.48,,,,"25, 31"
145,8398,Anthus caffer,Bush Pipit,,,,,,16.0,1,75.4,13,73.3,8.0,,,18.0,3,18.0,5,,,15.0,3,15.0,5.0,,,,,,,,,,1.92,,,,"25, 31"
145,8400,Anthus trivialis,Tree Pipit,trivialis,21.7,413,25.1,23,,,89.1,554,85.8,38.0,,,21.1,26,21.2,26,,,15.3,23,14.9,25.0,,,59.3,27,56.8,27,,,4.64,2.44,,3,1,"9, 31"
145,8401,Anthus hodgsoni,Olive-backed Pipit,,22.3,5,23.0,,,,86.6,20,83.9,12.0,,,21.3,20,20.8,11,,,15.0,17,14.6,11.0,,,59.8,19,57.3,12,,,4.5,2.76,,4,1,"9, 31"
145,8402,Anthus gustavi,Pechora Pipit,,,,,,19.8,10,84.5,12,80.8,12.0,,,23.4,12,22.7,12,,,16.3,12,15.5,12.0,,,52.4,12,52.3,12,,,4.5,2.5,,4,1,"9, 31"
145,8403,Anthus pratensis,Meadow Pipit,,19.0,23,19.5,15,,,81.3,31,77.6,10.0,,,21.4,26,20.9,15,,,14.7,25,14.2,15.0,,,58.0,27,54.7,15,,,5.05,2.06,2,3,1,"1, 9, 31"
145,8404,Anthus cervinus,Red-throated Pipit,,20.5,29,20.3,24,,,87.7,18,84.4,5.0,,,21.7,18,20.7,5,,,14.7,18,14.5,5.0,,,58.8,18,56.2,5,,,5.36,2.01,,3,1,"9, 31"
145,8406,Anthus petrosus,Rock Pipit,littoralis,,,,,23.5,5,90.8,18,83.5,6.0,,,23.0,35,22.4,20,,,18.0,32,17.3,21.0,,,,,,,,,,2.73,,,,"9, 31"
145,8407,Anthus spinoletta,Water Pipit,,21.3,,20.1,,22.45,,91.5,61,85.4,36.0,,,24.2,34,23.7,23,,,16.9,34,16.4,21.0,,,62.2,35,57.3,21,,,4.92,2.73,2,3,1,"1, 9, 31"
145,8408,Anthus rubescens,American Pipit,rubescens,21.6,28,20.1,8,21.8,,83.6,10,81.3,7.0,,,21.5,10,21.8,7,,,11.9,10,11.9,7.0,,,64.7,30,62.2,20,,,5.46,,2,,1,"1, 7"
145,8413,Anthus spragueii,Sprague's Pipit,,22.8,4,24.1,4,,,81.2,65,78.3,61.0,,,21.7,65,22.0,60,,,,,,,,,57.3,63,56.4,21,,,4.5,2.47,,4,,"7, 31"
